GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,District,地區,Facility Type,設施種類,Opening Hours,開放時間,Telephone,聯絡電話,Fax Number,傳真號碼,Email Address,電郵地址,Website,網頁,Facility Details,設施詳情,Northing,Easting,Latitude,Longitude,Last Update
"ZSyCSrj3cj","Fitness Rooms","Pei Ho Street Sports Centre","5/F Pei Ho Street Municipal Services Building, 333 Ki Lung Street, Sham Shui Po","健身室","北河街體育館","深水埗基隆街333號北河街市政大廈5字樓","SHAM SHUI PO","深水埗","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","821134.0","834646.0","22.32924","114.16113","2010-01-13 18:43:47"
"JwMz81ecy1","Fitness Rooms","Peng Chau Sports Centre","Peng Chau Municipal Services Building, 6 Po Peng Street, Peng Chau","健身室","坪洲體育館","坪洲寶坪街6號坪洲市政大廈","ISLANDS","離島","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816229.0","821962.0","22.28489","114.03805","2010-01-13 18:41:24"
"jMjijMXhQk","Fitness Rooms","Po Kong Village Road Sports Centre","120 Po Kong Village Road, Wong Tai Sin","健身室","蒲崗村道體育館","黃大仙蒲崗村道120號","WONG TAI SIN","黃大仙","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","822930.0","838814.0","22.34546","114.20159","2010-01-13 18:46:34"
"beRdrUruU3","Fitness Rooms","Po Lam Sports Centre","Po Lam Estate, Tseung Kwan O, Sai Kung","健身室","寶林體育館","西貢將軍澳寶林邨","SAI KUNG","西貢","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","820761.0","844328.0","22.32586","114.25511","2010-01-13 18:45:49"
"RnO78CrxyU","Fitness Rooms","Po On Road Sports Centre","1/F & 2/F Po On Road Municipal Services Building, 325-329 Po On Road, Sham Shui Po","健身室","保安道體育館","深水埗保安道325-329號保安道市政大廈2至3樓","SHAM SHUI PO","深水埗","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","822172.3","834261.0","22.33862","114.15739","2010-01-13 18:46:13"
"NaDMA7XHJI","Fitness Rooms","Po Wing Road Sports Centre","19 Pak Wo Road, Sheung Shui, New Territories","健身室","保榮路體育館","新界上水百和路19號","NORTH","北區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,TABLE TENNIS TABLES, AMERICAN POOL TABLES, ACTIVITY ROOMS, FITNESS ROOMS, CHILDREN'S PLAY ROOMS, INDOOR JOGGING TRACKS, SPORTS CLIMBING FACILITIES","籃球場,排球場,羽毛球場,乒乓球室,美式桌球檯,活動室,健身室,兒童遊戲室,室內緩跑徑,運動攀登設施","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","839708.9","831273.9","22.49698","114.12834","2012-08-01 11:19:53"
"edmvHp5opH","Fitness Rooms","Quarry Bay Sports Centre","6/F & 7/F, Quarry Bay Municipal Services Building, 38 Quarry Bay Street, Quarry Bay","健身室","鰂魚涌體育館","鰂魚涌街38號","EASTERN","東區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816090.0","839866.0","22.28369","114.21179","2010-01-13 18:44:25"
"6FcFsDbhcX","Fitness Rooms","Shek Kip Mei Park Sports Centre","290 Nam Cheong Street, Shek Kip Mei","健身室","石硤尾公園體育館","石硤尾南昌街290號","SHAM SHUI PO","深水埗","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,HANDBALL COURTS,BADMINTON COURTS,ACTIVITY ROOMS,DANCE ROOMS,FITNESS ROOMS,CHILDREN'S PLAY ROOMS,SPORTS CLIMBING FACILITIES","籃球場,排球場,投球場,手球場,羽毛球場,活動室,舞蹈室,健身室,兒童遊戲室,運動攀登設施","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","822025.0","835556.0","22.33729","114.16996","2010-01-13 18:40:21"
"RPCYeFHeZa","Fitness Rooms","Shek Tong Tsui Sports Centre","5/F Shek Tong Tsui Municipal Services Building, 470 Queen's Road West","健身室","石瑭咀體育館","皇后大道西470號石瑭咀市政大廈5樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816315.0","832061.0","22.28572","114.13605","2018-12-03 11:54:03"
"GMT9taCJKG","Fitness Rooms","Sheung Wan Sports Centre","11/F Sheung Wan Municipal Services Building, 345 Queen's Road Central","健身室","上環體育館","上環皇后大道中345號上環市政大廈11樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816346.0","833460.0","22.286","114.14963","2018-12-03 11:54:03"
"kUp9po8NdI","Fitness Rooms","Shun Lee Tsuen Sports Centre","Shun Lee Tsuen Road, Kwun Tong","健身室","順利邨體育館","觀塘順利邨道","KWUN TONG","觀塘","BASKETBALL COURTS,NETBALL COURTS,BADMINTON COURTS,GYMNASTICS TRAINING HALL,FITNESS ROOMS,DANCE ROOMS,TABLE TENNIS TABLES,SQUASH COURTS,ACTIVITY ROOMS,GOLF FACILITIES,SPORTS CLIMBING FACILITIES,CHILDREN'S PLAY ROOMS","籃球場,投球場,羽毛球場,體操訓練場,健身室,舞蹈室,乒乓球檯,壁球場,活動室,高爾夫球設施,運動攀登設施,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","821184.0","841271.0","22.32969","114.22544","2010-01-13 18:39:29"
"uyoeQh3vef","Fitness Rooms","Siu Lun Sports Centre","2-5/F Tuen Mun Siu Lun Government Complex, 19 Siu Lun Street, Tuen Mun, N.T.","健身室","兆麟體育館","新界屯門兆麟街19號屯門兆麟政府綜合大樓2至5樓","TUEN MUN","屯門","ACTIVITY ROOMS,BADMINTON COURTS,BASKETBALL COURTS,CHILDREN'S PLAY ROOMS,FITNESS ROOMS,HANDBALL COURTS,SPORTS CLIMBING FACILITIES,TABLE TENNIS TABLES,VOLLEYBALL COURTS","活動室,羽毛球場,籃球場,兒童遊戲室,健身室,手球場,運動攀登設施,乒乓球檯,排球場","7am to 11pm daily (except maintenance days)","每日上午7時至晚上11時 (定期保養日除外)","2659 2311","2659 2311","2659 2411","2659 2411","slsc@lcsd.gov.hk","slsc@lcsd.gov.hk","https://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","https://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","827239.0","815911.0","22.38425","113.9792","2019-10-02 14:32:57"
"GmqL1kydga","Fitness Rooms","Smithfield Sports Centre","4/F, Smithfield Municipal Services Building, 12K Smithfield Road, Kennedy Town, Western","健身室","士美非路體育館","西區士美非路12K士美非路市政大廈4樓","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,FITNESS ROOMS,DANCE ROOMS,ACTIVITY ROOMS,TABLE TENNIS TABLES,SQUASH COURTS,AMERICAN POOL TABLES,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,健身室,舞蹈室,活動室,乒乓球檯,壁球場,美式桌球檯,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","815897.0","831297.0","22.28194","114.12864","2018-12-03 11:54:02"
"vx49I0ELOm","Fitness Rooms","Sun Yat Sen Memorial Park Sports Centre","18 Eastern Street North, Sai Ying Pun","健身室","中山紀念公園體育館","西營盤東邊街北18號","CENTRAL AND WESTERN","中西區","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,HANDBALL COURTS,FITNESS ROOMS,DANCE ROOMS,SQUASH COURTS,ACTIVITY ROOMS, TABLE TENNIS TABLES, CHILDREN'S PLAY ROOMS","籃球場,排球場,投球場,羽毛球場,手球場,健身室,舞蹈室,壁球場,活動室,乒乓球檯,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816808.0","832828.0","22.29017","114.14349","2018-12-03 11:54:02"
"F2yrtLLjXO","Fitness Rooms","Tai Hing Sports Centre","38 Tsing Chung Koon Road, Tuen Mun","健身室","大興體育館","屯門青松觀路38號","TUEN MUN","屯門","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,DANCE ROOMS,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,壁球場,乒乓球檯,活動室,舞蹈室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","829358.0","815282.9","22.40338","113.97307","2010-01-13 18:47:05"
"jn4MU7P4XN","Fitness Rooms","Tai Kok Tsui Sports Centre","5-7/F., Tai Kok Tsui Municipal Services Building, 63 Fuk Tsun Street, Tai Kok Tsui","健身室","大角咀體育館","九龍大角咀福全街63號大角咀市政大廈五樓至七樓","YAU TSIM MONG","油尖旺","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SPORTS CLIMBING FACILITIES,FITNESS ROOMS,CHILDREN'S PLAY ROOMS,TABLE TENNIS TABLES,ACTIVITY ROOMS","籃球場,排球場,羽毛球場,運動攀登設施,健身室,兒童遊戲室,乒乓球檯,活動室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","820319.0","834817.0","22.32188","114.16279","2010-01-13 18:39:59"
"OiNS4XSkjd","Fitness Rooms","Tai Po Hui Sports Centre","6/F Multi Car-Park Building, Fu Shin Estate, 8 Heung Sze Wui Street, Tai Po","健身室","大埔墟體育館","大埔鄉事會街8號大埔綜合大樓6樓","TAI PO","大埔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,乒乓球檯,活動室,健身室,舞蹈室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","834077.0","835208.0","22.44612","114.16658","2010-01-13 18:44:17"
"fqPlVbs4pZ","Fitness Rooms","Tai Po Sports Centre","13 Ting Tai Road, Tai Po","健身室","大埔體育館","大埔汀太路13號","TAI PO","大埔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","835097.0","835035.0","22.45534","114.1649","2010-01-13 18:42:38"
"3FeNLYvXCy","Fitness Rooms","Tai Wo Hau Sports Centre","39 Tai Ha Street, Tai Wo Hau, Kwai Chung","健身室","大窩口體育館","葵涌大窩口大廈街39號","KWAI TSING","葵青","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825670.1","830920.2","22.3702","114.12495","2010-01-13 18:47:19"
"GTuuq81NTF","Fitness Rooms","Tai Wo Sports Centre","Podium Level, Tai Wo Shopping Centre, Tai Wo Estate, Tai Po","健身室","太和體育館","大埔太和邨太和商場平台","TAI PO","大埔","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","834617.0","834591.0","22.451","114.16058","2010-01-13 18:44:57"
"Y4Fq1FJuTb","Fitness Rooms","The Jockey Club Tuen Mun Butterfly Beach Sports Centre","Wu Shan Road, Tuen Mun","健身室","賽馬會屯門蝴蝶灣體育館","屯門湖山道","TUEN MUN","屯門","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","826625.0","814417.0","22.37869","113.9647","2010-01-13 18:39:07"
"iovenAqhn8","Fitness Rooms","Tin Fai Road Sports Centre","No. 63, Tin Shui Road, Tin Shui Wai, Yuen Long, N.T.","健身室","天暉路體育館","天水圍天瑞路63號","YUEN LONG","元朗","BADMINTON COURTS,ACTIVITY ROOMS,BASKETBALL COURTS,VOLLEYBALL COURTS,FITNESS ROOMS,TABLE TENNIS TABLES,CHILDREN'S PLAY ROOMS,SPORTS CLIMBING FACILITIES,INDOOR JOGGING TRACKS,SPECTATOR STANDS","羽毛球場,活動室,籃球場,排球場,健身室,乒乓球檯,兒童遊戲室,運動攀登設施,室內緩跑徑,觀眾席看台","7 am to 11 pm daily","每日上午7時至晚上11時","2473 0229","2473 0229","2473 0311","2473 0311","tfrsc@lcsd.gov.hk","tfrsc@lcsd.gov.hk","N.A.","N.A.","N.A.","N.A.","836155.6","817757.1","22.4648","113.99702","2013-08-15 17:46:34"
"Ut6jiYpSXV","Fitness Rooms","Tin Ping Sports Centre","3/F., Tin Ping Estate Shopping Centre, Tin Ping Estate, North","健身室","天平體育館","上水天平邨天平購物中心3樓","NORTH","北區","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","840411.0","831820.0","22.50332","114.13365","2010-01-13 18:42:16"
"NA453y8t3Y","Fitness Rooms","Tin Shui Sports Centre","7 Tin Shui Road, Tin Shui Wai, Yuen Long","健身室","天瑞體育館","天水圍天瑞路7號","YUEN LONG","元朗","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,HANDBALL COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,手球場,乒乓球檯,活動室,健身室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","835045.0","817854.0","22.45477","113.99798","2010-01-13 18:47:53"
"s82ZhTsvAe","Fitness Rooms","Tin Shui Wai Sports Centre","1 Tin Pak Road, Tin Shui Wai, Yuen Long","健身室","天水圍體育館","元朗天水圍天柏路1號","YUEN LONG","元朗","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,活動室,健身室,舞蹈室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","835071.0","818736.0","22.45501","114.00654","2010-01-13 18:46:02"
"4Sk1jN8EAV","Fitness Rooms","To Kwa Wan Sports Centre","66 Ha Heung Road, To Kwa Wan","健身室","土瓜灣體育館","土瓜灣下鄉道66號","KOWLOON CITY","九龍城","BASKETBALL COURTS,VOLLEYBALL COURTS,NETBALL COURTS,BADMINTON COURTS,ACTIVITY ROOMS,SQUASH COURTS,TABLE TENNIS TABLES,FITNESS ROOMS","籃球場,排球場,投球場,羽毛球場,活動室,壁球場,乒乓球檯,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","819983.0","837633.0","22.31885","114.19012","2010-01-13 18:47:47"
"oJ7gIWYsqo","Fitness Rooms","Tseung Kwan O Sports Centre","9 Wan Lung Road, Tseung Kwan O, Sai Kung","健身室","將軍澳體育館","西貢將軍澳運隆路9號","SAI KUNG","西貢","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","819792.0","844794.0","22.3171","114.25963","2010-01-13 18:38:43"
"6kKCJuGvX9","Fitness Rooms","Tsing Yi Sports Centre","2/F, Tsing Yi Municipal Services Building, 38 Tsing Luk Street, Tsing Yi","健身室","青衣體育館","青衣青綠街38號青衣市政大廈2樓","KWAI TSING","葵青","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,DANCE ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室,舞蹈室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","823899.9","829020.0","22.35421","114.10651","2010-01-13 18:45:42"
"uKWfLywRHi","Fitness Rooms","Tsuen Wan Sports Centre","53 Wing Shun Street, Tsuen Wan, N.T.","健身室","荃灣體育館","荃灣永順街53號","TSUEN WAN","荃灣","ACTIVITY ROOMS,BADMINTON COURTS,BASKETBALL COURTS,CHILDREN'S PLAY ROOMS,DANCE ROOMS,FITNESS ROOMS,SPECTATOR STANDS,SPORTS CENTRES,SPORTS CLIMBING FACILITIES,TABLE TENNIS TABLES,VOLLEYBALL COURTS","活動室,羽毛球場,籃球場,兒童遊戲室,舞蹈室,健身室,觀眾席看台,體育館,運動攀登設施,乒乓球檯,排球場","7 am to 11 pm daily (except maintenance day)","每日上午7時至晚上11時 (定期保養日除外)","23929570","23929570","24049055","24049055","tsuenwansc@lcsd.gov.hk","tsuenwansc@lcsd.gov.hk","https://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","https://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","825200.7","829651.8","22.36596","114.11264","2018-12-03 12:21:00"
"1m8aWUApNi","Fitness Rooms","Tsuen Wan West Sports Centre","68 Hoi On Road, Tsuen Wan","健身室","荃灣西約體育館","荃灣海安路68號","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825702.0","828403.0","22.37048","114.10051","2010-01-13 18:41:55"
"uLu7BSox9C","Fitness Rooms","Tsui Lam Sports Centre","Tsui Lam Estate, Sai Kung","健身室","翠林體育館","西貢將軍澳翠林邨","SAI KUNG","西貢","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","","","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","820359.0","843754.0","22.32223","114.24953","2010-01-13 18:45:57"
"dHsPb8snlq","Fitness Rooms","Tung Chung Man Tung Road Sports Centre","G/F., Tung Chung Municipal Services Building, 39 Man Tung Road, Tung Chung","健身室","東涌文東路體育館","東涌文東路39號東涌市政大樓地下","ISLANDS","離島","BASKETBALL COURTS, VOLLEYBALL COURTS, BADMINTON COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS,CHILDREN'S PLAY ROOMS","籃球場,排球場,羽毛球場,乒乓球檯,活動室,健身室,兒童遊戲室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","816872.0","812252.7","22.29059","113.94383","2010-03-09 18:04:35"
"UioMm8tCCe","Fitness Rooms","Wai Tsuen Sports Centre","6 Miu Kong Street, Tsuen Wan","健身室","蕙荃體育館","荃灣廟崗街6號","TSUEN WAN","荃灣","BASKETBALL COURTS,VOLLEYBALL COURTS,BADMINTON COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,壁球場,乒乓球檯,活動室,健身室","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","825905.0","830667.0","22.37232","114.12249","2010-01-13 18:48:21"
