GMID,Dataset,Facility Name,Address,數據集,設施名稱,地址,District,地區,Facility Type,設施種類,Opening Hours,開放時間,Telephone,聯絡電話,Fax Number,傳真號碼,Email Address,電郵地址,Website,網頁,Facility Details,設施詳情,Northing,Easting,Latitude,Longitude,Last Update
"obFeqaqTer","Tennis Courts","Hong Ning Road Park","J/O Hong Ning Road & Wo Hong Path, Kwun Tong","網球場","康寧道公園","觀塘康寧道和康徑交界","KWUN TONG","觀塘","GATEBALL COURTS, TENNIS COURTS, JOGGING TRACKS/FITNESS TRAILS","門球場, 網球場, 緩跑徑/健身徑","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","820127.9","841127.2","22.32015","114.22404","2009-11-26 13:05:46"
"cqtAusDdkB","Tennis Courts","Jordan Valley Playground","Choi Ha Road, 
Ngau Tau Kok, Kowloon","網球場","佐敦谷遊樂場","九龍牛頭角彩霞道","KWUN TONG","觀塘","GATEBALL COURTS, TENNIS COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, JOGGING TRACKS/FITNESS TRAILS","門球場, 網球場, 籃球場, 排球場, 緩跑徑/健身徑","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","820648.8","840581.9","22.32486","114.21875","2009-11-30 15:06:27"
"aKNT1BudSS","Tennis Courts","Junction Road Park","195 Junction Road","網球場","聯合道公園","聯合道195號","KOWLOON CITY","九龍城","HARD-SURFACE PITCHES, BASKETBALL COURTS, TENNIS COURTS, JOGGING TRACKS/FITNESS TRAILS","硬地球場, 籃球場, 網球場, 緩跑徑/健身徑","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","7-a-side soccer pitch","7人足球場","822232.0","836989.0","22.33916","114.18387","2009-10-29 17:31:35"
"gwhxq1yQ70","Tennis Courts","King's Park Recreation Ground","23 King's Park Rise","網球場","京士柏遊樂場","京士柏道23號","YAU TSIM MONG","油尖旺","BASKETBALL COURTS, TENNIS COURTS","籃球場, 網球場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","819082.9","835945.4","22.31072","114.17374","2009-10-07 10:40:37"
"L34Zy40YN6","Tennis Courts","Kwai Shing Playground","Kwai Shing Circuit, Kwai Chung","網球場","葵盛遊樂場","葵涌葵盛圍","KWAI TSING","葵青","TENNIS COURTS","網球場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","824676.5","830944.3","22.36123","114.12519","2009-12-01 12:09:20"
"wpAN17dM0g","Tennis Courts","Lai Chi Kok Park","1 Lai Wan Road, Lai Chi Kok","網球場","荔枝角公園","荔枝角荔灣道1號","SHAM SHUI PO","深水埗","PARK, HARD-SURFACE PITCHES, TENNIS COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, GATEBALL COURTS, HANDBALL COURTS, SKATEBOARD GROUNDS, JOGGING TRACKS/FITNESS TRAILS, OPEN AIR THEATRES","公園, 硬地球場, 網球場, 籃球場, 排球場, 門球場, 手球場, 滑板場, 緩跑徑/健身徑, 露天劇場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/ls_park.php","http://www.lcsd.gov.hk/b5/ls_park.php","7-a-side soccer pitch","7人足球場","822267.6","832158.8","22.33948","114.13698","2011-12-05 15:02:09"
"vBsGfLfMfJ","Tennis Courts","Ma Chai Hang Recreation Ground","30 Ma Chai Hang Road, Wong Tai Sin","網球場","馬仔坑遊樂場","黃大仙馬仔坑道30號","WONG TAI SIN","黃大仙","GRASS PITCHES, TENNIS COURTS, JOGGING TRACKS/FITNESS TRAILS","草地球場, 網球場, 緩跑徑/健身徑","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","11-a-side turf soccer pitch","11人草地足球場","822802.6","837447.9","22.34431","114.18833","2009-10-29 17:25:46"
"BoFdhWi6LD","Tennis Courts","Ma On Shan Recreation Ground","1 Hang Hong Street, Ma On Shan","網球場","馬鞍山遊樂場","馬鞍山恆康街1號","SHA TIN","沙田","GRASS PITCHES, HARD-SURFACE PITCHES, TENNIS COURTS, BASKETBALL COURTS, GATEBALL COURTS, HANDBALL COURTS","草地球場, 硬地球場, 網球場, 籃球場, 門球場, 手球場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","11-a-side artificial turf soccer pitch, 7-a-side hard-surface soccer pitch","11人人造草足球場, 七人硬地足球場","831123.0","841529.0","22.41944","114.22797","2009-10-29 17:42:34"
"2o5WMWrVpR","Tennis Courts","Ma Tau Wai Service Reservoir Playground","2A, Sheung Wo Street, Kowloon","網球場","馬頭圍配水庫遊樂場","九龍常和街2A號","KOWLOON CITY","九龍城","TENNIS COURTS, OUTDOOR TABLE TENNIS TABLES","網球場, 戶外乒乓球檯","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","819932.9","836996.6","22.3184","114.18395","2009-11-30 15:00:12"
"itAAeUYDw5","Tennis Courts","Mei King Playground","At the junction of Tsing Yi Road and Ching Hong Road","網球場","美景遊樂場","青衣路青康路交界","KWAI TSING","葵青","TENNIS COURTS, OUTDOOR TABLE TENNIS TABLES","網球場, 戶外乒乓球檯","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","822753.1","829172.3","22.34385","114.10799","2009-11-30 14:57:52"
"xZuAA48dyf","Tennis Courts","Morse Park (Park No. 4)","30 Heng Lam Street, Wong Tai Sin","網球場","摩士公園(四號公園)","黃大仙杏林街30號","WONG TAI SIN","黃大仙","TENNIS COURTS, SKATEBOARD GROUNDS, OPEN AIR THEATRES","網球場, 滑板場, 露天劇場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist.html","N.A.","N.A.","821877.3","837673.3","22.33595","114.19052","2009-11-10 17:52:22"
"TgNMkCyKxY","Tennis Courts","North District Sports Ground","26 Tin Ping Road, Sheung Shui","網球場","北區運動場","上水天平路26號","NORTH","北區","SPORTS GROUNDS, GRASS PITCHES, BASKETBALL COURTS, VOLLEYBALL COURTS, TENNIS COURTS","運動場, 草地球場, 籃球場, 排球場, 網球場","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportground.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportground.html","11-a-side natural grass soccer pitch, Tennis Practice Courts","11人草地足球場, 網球練習場","840737.7","831507.7","22.50627","114.13061","2009-10-29 17:40:47"
"0ydU9SRptM","Tennis Courts","North Kwai Chung Tang Shiu Kin Sports Centre","292 Wo Yi Hop Road, Kwai Chung","網球場","北葵涌鄧肇堅體育館","葵涌和宜合路292號","KWAI TSING","葵青","BASKETBALL COURTS, VOLLEYBALL COURTS, BADMINTON COURTS,TENNIS COURTS,SQUASH COURTS,TABLE TENNIS TABLES,ACTIVITY ROOMS,FITNESS ROOMS","籃球場,排球場,羽毛球場,網球場,壁球場,乒乓球檯,活動室,健身室","","","","","","","N.A.","N.A.","http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html","http://www.lcsd.gov.hk/tc/facilities/facilitieslist/landsports/sportcentre.html","N.A.","N.A.","826076.4","832218.8","22.37387","114.13756","2010-01-13 18:47:12"
